Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.4688 | games   640 | time 1s/300s
step 4700 | loss 0.2770 | games 300800 | time 293s/300s
step 4710 | loss 0.3008 | games 301440 | time 293s/300s
step 4720 | loss 0.3014 | games 302080 | time 294s/300s
step 4730 | loss 0.2745 | games 302720 | time 295s/300s
step 4740 | loss 0.2498 | games 303360 | time 295s/300s
step 4750 | loss 0.2865 | games 304000 | time 296s/300s
step 4760 | loss 0.2039 | games 304640 | time 296s/300s
step 4770 | loss 0.2149 | games 305280 | time 297s/300s
step 4780 | loss 0.2306 | games 305920 | time 297s/300s
step 4790 | loss 0.1961 | games 306560 | time 298s/300s
step 4800 | loss 0.2486 | games 307200 | time 298s/300s
step 4810 | loss 0.2679 | games 307840 | time 299s/300s
step 4820 | loss 0.2614 | games 308480 | time 300s/300s

Training complete: 4828 steps, 308992 games, 300.0s

Evaluating against opponent suite...

Per-opponent results:
  random         : 0.980 win_rate (98W 2L 0D / 100)
  one_step       : 1.000 win_rate (100W 0L 0D / 100)
  minimax_d3     : 0.000 win_rate (0W 100L 0D / 100)
  minimax_d5     : 0.000 win_rate (0W 100L 0D / 100)

---
win_rate:          0.229231
training_seconds:  300.0
total_seconds:     349.0
eval_seconds:      48.0
peak_vram_mb:      95.3
total_games:       308992
num_steps:         4828
num_params:        764872
conv_layers:       3
conv_channels:     64
fc_hidden:         128
entropy_coef:      0.03
