Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5253 | games   640 | time 1s/300s
step 4180 | loss 0.3029 | games 267520 | time 232s/300s
step 4190 | loss 0.3226 | games 268160 | time 233s/300s
step 4200 | loss 0.3258 | games 268800 | time 233s/300s
step 4210 | loss 0.3432 | games 269440 | time 234s/300s
step 4220 | loss 0.3051 | games 270080 | time 234s/300s
step 4230 | loss 0.2599 | games 270720 | time 235s/300s
step 4240 | loss 0.2869 | games 271360 | time 236s/300s
step 4250 | loss 0.3045 | games 272000 | time 236s/300s
step 4260 | loss 0.3027 | games 272640 | time 237s/300s
step 4270 | loss 0.2833 | games 273280 | time 237s/300s
step 4280 | loss 0.3160 | games 273920 | time 238s/300s
step 4290 | loss 0.2925 | games 274560 | time 239s/300s
step 4300 | loss 0.2787 | games 275200 | time 239s/300s
step 4310 | loss 0.2786 | games 275840 | time 240s/300s
step 4320 | loss 0.2688 | games 276480 | time 240s/300s
step 4330 | loss 0.2780 | games 277120 | time 241s/300s
step 4340 | loss 0.2680 | games 277760 | time 241s/300s
step 4350 | loss 0.2264 | games 278400 | time 242s/300s
step 4360 | loss 0.2575 | games 279040 | time 243s/300s
step 4370 | loss 0.2881 | games 279680 | time 243s/300s
step 4380 | loss 0.2970 | games 280320 | time 244s/300s
step 4390 | loss 0.2629 | games 280960 | time 245s/300s
step 4400 | loss 0.2750 | games 281600 | time 245s/300s
step 4410 | loss 0.2726 | games 282240 | time 246s/300s
step 4420 | loss 0.2867 | games 282880 | time 246s/300s
step 4430 | loss 0.2847 | games 283520 | time 247s/300s
step 4440 | loss 0.2660 | games 284160 | time 248s/300s
step 4450 | loss 0.2586 | games 284800 | time 248s/300s
step 4460 | loss 0.2526 | games 285440 | time 249s/300s
step 4470 | loss 0.2709 | games 286080 | time 249s/300s
step 4480 | loss 0.2643 | games 286720 | time 250s/300s
step 4490 | loss 0.2744 | games 287360 | time 250s/300s
step 4500 | loss 0.2665 | games 288000 | time 251s/300s
step 4510 | loss 0.2488 | games 288640 | time 252s/300s
step 4520 | loss 0.2115 | games 289280 | time 252s/300s
step 4530 | loss 0.2358 | games 289920 | time 253s/300s
step 4540 | loss 0.2591 | games 290560 | time 253s/300s
step 4550 | loss 0.2766 | games 291200 | time 254s/300s
step 4560 | loss 0.2560 | games 291840 | time 255s/300s
step 4570 | loss 0.2277 | games 292480 | time 255s/300s
step 4580 | loss 0.2437 | games 293120 | time 256s/300s
step 4590 | loss 0.2395 | games 293760 | time 256s/300s
step 4600 | loss 0.2208 | games 294400 | time 257s/300s
step 4610 | loss 0.2452 | games 295040 | time 257s/300s
step 4620 | loss 0.2546 | games 295680 | time 258s/300s
step 4630 | loss 0.2633 | games 296320 | time 258s/300s
step 4640 | loss 0.2627 | games 296960 | time 259s/300s
step 4650 | loss 0.2358 | games 297600 | time 260s/300s
step 4660 | loss 0.2379 | games 298240 | time 260s/300s
step 4670 | loss 0.2503 | games 298880 | time 261s/300s
step 4680 | loss 0.2642 | games 299520 | time 261s/300s
step 4690 | loss 0.2846 | games 300160 | time 262s/300s
