Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5371 | games   640 | time 1s/300s
step 1580 | loss 0.3287 | games 101120 | time 94s/300s
step 1590 | loss 0.3202 | games 101760 | time 95s/300s
step 1600 | loss 0.3126 | games 102400 | time 96s/300s
step 1610 | loss 0.3320 | games 103040 | time 96s/300s
step 1620 | loss 0.3397 | games 103680 | time 97s/300s
step 1630 | loss 0.3630 | games 104320 | time 97s/300s
step 1640 | loss 0.3358 | games 104960 | time 98s/300s
step 1650 | loss 0.3415 | games 105600 | time 99s/300s
step 1660 | loss 0.3009 | games 106240 | time 99s/300s
step 1670 | loss 0.3637 | games 106880 | time 100s/300s
step 1680 | loss 0.2822 | games 107520 | time 100s/300s
step 1690 | loss 0.2984 | games 108160 | time 101s/300s
step 1700 | loss 0.2354 | games 108800 | time 101s/300s
step 1710 | loss 0.2651 | games 109440 | time 102s/300s
step 1720 | loss 0.2871 | games 110080 | time 102s/300s
step 1730 | loss 0.3285 | games 110720 | time 103s/300s
step 1740 | loss 0.3252 | games 111360 | time 103s/300s
step 1750 | loss 0.3490 | games 112000 | time 104s/300s
step 1760 | loss 0.2853 | games 112640 | time 104s/300s
step 1770 | loss 0.2578 | games 113280 | time 105s/300s
step 1780 | loss 0.2915 | games 113920 | time 106s/300s
step 1790 | loss 0.2909 | games 114560 | time 106s/300s
step 1800 | loss 0.2652 | games 115200 | time 107s/300s
step 1810 | loss 0.2978 | games 115840 | time 107s/300s
step 1820 | loss 0.3403 | games 116480 | time 108s/300s
step 1830 | loss 0.2912 | games 117120 | time 108s/300s
step 1840 | loss 0.2937 | games 117760 | time 109s/300s
step 1850 | loss 0.2871 | games 118400 | time 109s/300s
step 1860 | loss 0.2925 | games 119040 | time 110s/300s
step 1870 | loss 0.2730 | games 119680 | time 111s/300s
step 1880 | loss 0.3033 | games 120320 | time 111s/300s
step 1890 | loss 0.3051 | games 120960 | time 112s/300s
step 1900 | loss 0.2837 | games 121600 | time 112s/300s
step 1910 | loss 0.3181 | games 122240 | time 113s/300s
step 1920 | loss 0.2978 | games 122880 | time 113s/300s
step 1930 | loss 0.2963 | games 123520 | time 114s/300s
step 1940 | loss 0.2983 | games 124160 | time 114s/300s
step 1950 | loss 0.2799 | games 124800 | time 115s/300s
step 1960 | loss 0.2918 | games 125440 | time 116s/300s
step 1970 | loss 0.3563 | games 126080 | time 116s/300s
step 1980 | loss 0.3282 | games 126720 | time 117s/300s
step 1990 | loss 0.3198 | games 127360 | time 117s/300s
step 2000 | loss 0.2758 | games 128000 | time 118s/300s
step 2010 | loss 0.2389 | games 128640 | time 119s/300s
step 2020 | loss 0.2624 | games 129280 | time 119s/300s
step 2030 | loss 0.2521 | games 129920 | time 120s/300s
step 2040 | loss 0.2495 | games 130560 | time 120s/300s
step 2050 | loss 0.2240 | games 131200 | time 121s/300s
step 2060 | loss 0.2674 | games 131840 | time 121s/300s
step 2070 | loss 0.3428 | games 132480 | time 122s/300s
step 2080 | loss 0.2831 | games 133120 | time 122s/300s
step 2090 | loss 0.2993 | games 133760 | time 123s/300s
step 2100 | loss 0.2988 | games 134400 | time 124s/300s
step 2110 | loss 0.2417 | games 135040 | time 124s/300s
step 2120 | loss 0.2232 | games 135680 | time 125s/300s
step 2130 | loss 0.1777 | games 136320 | time 125s/300s
step 2140 | loss 0.2198 | games 136960 | time 126s/300s
step 2150 | loss 0.2448 | games 137600 | time 127s/300s
step 2160 | loss 0.2485 | games 138240 | time 127s/300s
step 2170 | loss 0.2757 | games 138880 | time 128s/300s
step 2180 | loss 0.2772 | games 139520 | time 128s/300s
step 2190 | loss 0.2859 | games 140160 | time 129s/300s
step 2200 | loss 0.2177 | games 140800 | time 129s/300s
step 2210 | loss 0.2466 | games 141440 | time 130s/300s
step 2220 | loss 0.2620 | games 142080 | time 131s/300s
step 2230 | loss 0.2508 | games 142720 | time 131s/300s
step 2240 | loss 0.2852 | games 143360 | time 132s/300s
step 2250 | loss 0.2960 | games 144000 | time 132s/300s
step 2260 | loss 0.2430 | games 144640 | time 133s/300s
step 2270 | loss 0.2831 | games 145280 | time 133s/300s
step 2280 | loss 0.3556 | games 145920 | time 134s/300s
step 2290 | loss 0.2936 | games 146560 | time 135s/300s
step 2300 | loss 0.2846 | games 147200 | time 135s/300s
step 2310 | loss 0.3013 | games 147840 | time 136s/300s
step 2320 | loss 0.3039 | games 148480 | time 136s/300s
step 2330 | loss 0.2873 | games 149120 | time 137s/300s
step 2340 | loss 0.3303 | games 149760 | time 137s/300s
step 2350 | loss 0.2912 | games 150400 | time 138s/300s
step 2360 | loss 0.2696 | games 151040 | time 138s/300s
step 2370 | loss 0.2923 | games 151680 | time 139s/300s
step 2380 | loss 0.3035 | games 152320 | time 140s/300s
step 2390 | loss 0.2838 | games 152960 | time 140s/300s
step 2400 | loss 0.3023 | games 153600 | time 141s/300s
step 2410 | loss 0.3048 | games 154240 | time 141s/300s
step 2420 | loss 0.2758 | games 154880 | time 142s/300s
step 2430 | loss 0.2553 | games 155520 | time 142s/300s
step 2440 | loss 0.2531 | games 156160 | time 143s/300s
step 2450 | loss 0.2710 | games 156800 | time 143s/300s
step 2460 | loss 0.2805 | games 157440 | time 144s/300s
step 2470 | loss 0.2827 | games 158080 | time 144s/300s
step 2480 | loss 0.2498 | games 158720 | time 145s/300s
step 2490 | loss 0.2841 | games 159360 | time 146s/300s
step 2500 | loss 0.2941 | games 160000 | time 146s/300s
step 2510 | loss 0.3036 | games 160640 | time 147s/300s
step 2520 | loss 0.2888 | games 161280 | time 147s/300s
step 2530 | loss 0.2685 | games 161920 | time 148s/300s
step 2540 | loss 0.2765 | games 162560 | time 148s/300s
step 2550 | loss 0.2502 | games 163200 | time 149s/300s
step 2560 | loss 0.2804 | games 163840 | time 149s/300s
step 2570 | loss 0.3111 | games 164480 | time 150s/300s
step 2580 | loss 0.2709 | games 165120 | time 150s/300s
step 2590 | loss 0.2871 | games 165760 | time 151s/300s
step 2600 | loss 0.2833 | games 166400 | time 151s/300s
step 2610 | loss 0.2963 | games 167040 | time 152s/300s
step 2620 | loss 0.2778 | games 167680 | time 153s/300s
step 2630 | loss 0.2398 | games 168320 | time 153s/300s
step 2640 | loss 0.2317 | games 168960 | time 154s/300s
step 2650 | loss 0.2575 | games 169600 | time 154s/300s
step 2660 | loss 0.2481 | games 170240 | time 155s/300s
step 2670 | loss 0.2785 | games 170880 | time 155s/300s
step 2680 | loss 0.2709 | games 171520 | time 156s/300s
step 2690 | loss 0.2407 | games 172160 | time 156s/300s
step 2700 | loss 0.2136 | games 172800 | time 157s/300s
step 2710 | loss 0.1860 | games 173440 | time 157s/300s
step 2720 | loss 0.1410 | games 174080 | time 158s/300s
step 2730 | loss 0.1718 | games 174720 | time 158s/300s
step 2740 | loss 0.2184 | games 175360 | time 159s/300s
step 2750 | loss 0.2510 | games 176000 | time 159s/300s
step 2760 | loss 0.2311 | games 176640 | time 160s/300s
step 2770 | loss 0.2167 | games 177280 | time 160s/300s
step 2780 | loss 0.2282 | games 177920 | time 161s/300s
step 2790 | loss 0.2671 | games 178560 | time 161s/300s
step 2800 | loss 0.2933 | games 179200 | time 162s/300s
step 2810 | loss 0.2512 | games 179840 | time 162s/300s
step 2820 | loss 0.2609 | games 180480 | time 163s/300s
step 2830 | loss 0.2693 | games 181120 | time 164s/300s
step 2840 | loss 0.2900 | games 181760 | time 164s/300s
step 2850 | loss 0.3012 | games 182400 | time 165s/300s
step 2860 | loss 0.2783 | games 183040 | time 165s/300s
step 2870 | loss 0.2715 | games 183680 | time 166s/300s
step 2880 | loss 0.2742 | games 184320 | time 166s/300s
step 2890 | loss 0.3070 | games 184960 | time 167s/300s
step 2900 | loss 0.2940 | games 185600 | time 167s/300s
step 2910 | loss 0.2618 | games 186240 | time 168s/300s
step 2920 | loss 0.2645 | games 186880 | time 168s/300s
step 2930 | loss 0.2794 | games 187520 | time 169s/300s
step 2940 | loss 0.2727 | games 188160 | time 170s/300s
step 2950 | loss 0.2573 | games 188800 | time 170s/300s
step 2960 | loss 0.2401 | games 189440 | time 171s/300s
step 2970 | loss 0.2348 | games 190080 | time 171s/300s
step 2980 | loss 0.2505 | games 190720 | time 172s/300s
step 2990 | loss 0.2915 | games 191360 | time 172s/300s
step 3000 | loss 0.3097 | games 192000 | time 173s/300s
step 3010 | loss 0.3006 | games 192640 | time 174s/300s
step 3020 | loss 0.2807 | games 193280 | time 174s/300s
step 3030 | loss 0.3019 | games 193920 | time 175s/300s
step 3040 | loss 0.2866 | games 194560 | time 175s/300s
