Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5371 | games   640 | time 1s/300s
step 4630 | loss 0.2738 | games 296320 | time 264s/300s
step 4640 | loss 0.2496 | games 296960 | time 265s/300s
step 4650 | loss 0.2458 | games 297600 | time 265s/300s
step 4660 | loss 0.2531 | games 298240 | time 266s/300s
step 4670 | loss 0.2435 | games 298880 | time 266s/300s
step 4680 | loss 0.2442 | games 299520 | time 267s/300s
step 4690 | loss 0.2534 | games 300160 | time 268s/300s
step 4700 | loss 0.2580 | games 300800 | time 268s/300s
step 4710 | loss 0.2321 | games 301440 | time 269s/300s
step 4720 | loss 0.2033 | games 302080 | time 269s/300s
step 4730 | loss 0.2318 | games 302720 | time 270s/300s
step 4740 | loss 0.2246 | games 303360 | time 270s/300s
step 4750 | loss 0.2721 | games 304000 | time 271s/300s
step 4760 | loss 0.2393 | games 304640 | time 271s/300s
step 4770 | loss 0.2035 | games 305280 | time 272s/300s
step 4780 | loss 0.1900 | games 305920 | time 272s/300s
step 4790 | loss 0.2589 | games 306560 | time 273s/300s
step 4800 | loss 0.2647 | games 307200 | time 273s/300s
step 4810 | loss 0.2277 | games 307840 | time 274s/300s
step 4820 | loss 0.2263 | games 308480 | time 274s/300s
step 4830 | loss 0.2415 | games 309120 | time 275s/300s
step 4840 | loss 0.2418 | games 309760 | time 275s/300s
step 4850 | loss 0.2756 | games 310400 | time 276s/300s
step 4860 | loss 0.2473 | games 311040 | time 277s/300s
step 4870 | loss 0.2399 | games 311680 | time 277s/300s
step 4880 | loss 0.2429 | games 312320 | time 278s/300s
step 4890 | loss 0.2566 | games 312960 | time 278s/300s
step 4900 | loss 0.2413 | games 313600 | time 279s/300s
step 4910 | loss 0.2460 | games 314240 | time 279s/300s
step 4920 | loss 0.2714 | games 314880 | time 280s/300s
step 4930 | loss 0.2558 | games 315520 | time 280s/300s
step 4940 | loss 0.2749 | games 316160 | time 281s/300s
step 4950 | loss 0.2684 | games 316800 | time 281s/300s
step 4960 | loss 0.2603 | games 317440 | time 282s/300s
step 4970 | loss 0.2367 | games 318080 | time 282s/300s
step 4980 | loss 0.2160 | games 318720 | time 283s/300s
step 4990 | loss 0.2491 | games 319360 | time 284s/300s
step 5000 | loss 0.2592 | games 320000 | time 284s/300s
step 5010 | loss 0.2822 | games 320640 | time 285s/300s
step 5020 | loss 0.2652 | games 321280 | time 285s/300s
step 5030 | loss 0.2573 | games 321920 | time 286s/300s
step 5040 | loss 0.2711 | games 322560 | time 286s/300s
step 5050 | loss 0.2381 | games 323200 | time 287s/300s
step 5060 | loss 0.2337 | games 323840 | time 288s/300s
step 5070 | loss 0.2359 | games 324480 | time 288s/300s
step 5080 | loss 0.2576 | games 325120 | time 289s/300s
step 5090 | loss 0.2625 | games 325760 | time 289s/300s
step 5100 | loss 0.2643 | games 326400 | time 290s/300s
step 5110 | loss 0.2512 | games 327040 | time 291s/300s
step 5120 | loss 0.2879 | games 327680 | time 291s/300s
step 5130 | loss 0.2527 | games 328320 | time 292s/300s
step 5140 | loss 0.2746 | games 328960 | time 292s/300s
step 5150 | loss 0.2692 | games 329600 | time 293s/300s
step 5160 | loss 0.2833 | games 330240 | time 293s/300s
step 5170 | loss 0.2774 | games 330880 | time 294s/300s
step 5180 | loss 0.2413 | games 331520 | time 294s/300s
step 5190 | loss 0.2338 | games 332160 | time 295s/300s
step 5200 | loss 0.2248 | games 332800 | time 295s/300s
step 5210 | loss 0.2573 | games 333440 | time 296s/300s
step 5220 | loss 0.2599 | games 334080 | time 297s/300s
step 5230 | loss 0.2617 | games 334720 | time 297s/300s
step 5240 | loss 0.2603 | games 335360 | time 298s/300s
step 5250 | loss 0.2404 | games 336000 | time 298s/300s
step 5260 | loss 0.2425 | games 336640 | time 299s/300s
step 5270 | loss 0.2623 | games 337280 | time 299s/300s
step 5280 | loss 0.2548 | games 337920 | time 300s/300s

Training complete: 5281 steps, 337984 games, 300.1s

Evaluating against opponent suite...

Per-opponent results:
  random         : 1.000 win_rate (100W 0L 0D / 100)
  one_step       : 1.000 win_rate (100W 0L 0D / 100)
  minimax_d3     : 0.500 win_rate (50W 50L 0D / 100)
  minimax_d5     : 0.000 win_rate (0W 100L 0D / 100)

---
win_rate:          0.384615
training_seconds:  300.1
total_seconds:     374.3
eval_seconds:      73.3
peak_vram_mb:      95.3
total_games:       337984
num_steps:         5281
num_params:        764872
conv_layers:       3
conv_channels:     64
fc_hidden:         128
entropy_coef:      0.03
