Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.4946 | games   640 | time 1s/300s
step 4700 | loss 0.2940 | games 300800 | time 271s/300s
step 4710 | loss 0.2926 | games 301440 | time 271s/300s
step 4720 | loss 0.3285 | games 302080 | time 272s/300s
step 4730 | loss 0.2989 | games 302720 | time 273s/300s
step 4740 | loss 0.3170 | games 303360 | time 273s/300s
step 4750 | loss 0.2911 | games 304000 | time 274s/300s
step 4760 | loss 0.2979 | games 304640 | time 275s/300s
step 4770 | loss 0.2294 | games 305280 | time 275s/300s
step 4780 | loss 0.1985 | games 305920 | time 276s/300s
step 4790 | loss 0.2228 | games 306560 | time 276s/300s
step 4800 | loss 0.2104 | games 307200 | time 277s/300s
step 4810 | loss 0.2553 | games 307840 | time 277s/300s
step 4820 | loss 0.2752 | games 308480 | time 278s/300s
step 4830 | loss 0.2808 | games 309120 | time 279s/300s
step 4840 | loss 0.3314 | games 309760 | time 279s/300s
step 4850 | loss 0.3269 | games 310400 | time 280s/300s
step 4860 | loss 0.2713 | games 311040 | time 281s/300s
step 4870 | loss 0.2498 | games 311680 | time 281s/300s
step 4880 | loss 0.2618 | games 312320 | time 282s/300s
step 4890 | loss 0.2453 | games 312960 | time 282s/300s
step 4900 | loss 0.2069 | games 313600 | time 283s/300s
step 4910 | loss 0.2185 | games 314240 | time 283s/300s
step 4920 | loss 0.2408 | games 314880 | time 284s/300s
step 4930 | loss 0.2148 | games 315520 | time 284s/300s
step 4940 | loss 0.2259 | games 316160 | time 285s/300s
step 4950 | loss 0.2219 | games 316800 | time 286s/300s
step 4960 | loss 0.2446 | games 317440 | time 286s/300s
step 4970 | loss 0.2735 | games 318080 | time 287s/300s
step 4980 | loss 0.2558 | games 318720 | time 287s/300s
step 4990 | loss 0.2891 | games 319360 | time 288s/300s
step 5000 | loss 0.2773 | games 320000 | time 289s/300s
step 5010 | loss 0.2676 | games 320640 | time 289s/300s
step 5020 | loss 0.2785 | games 321280 | time 290s/300s
step 5030 | loss 0.2733 | games 321920 | time 291s/300s
step 5040 | loss 0.2778 | games 322560 | time 291s/300s
step 5050 | loss 0.2551 | games 323200 | time 292s/300s
step 5060 | loss 0.2822 | games 323840 | time 292s/300s
step 5070 | loss 0.2872 | games 324480 | time 293s/300s
step 5080 | loss 0.2830 | games 325120 | time 294s/300s
step 5090 | loss 0.2689 | games 325760 | time 294s/300s
step 5100 | loss 0.2817 | games 326400 | time 295s/300s
step 5110 | loss 0.2658 | games 327040 | time 295s/300s
step 5120 | loss 0.2705 | games 327680 | time 296s/300s
step 5130 | loss 0.2885 | games 328320 | time 296s/300s
step 5140 | loss 0.2764 | games 328960 | time 297s/300s
step 5150 | loss 0.2941 | games 329600 | time 298s/300s
step 5160 | loss 0.2854 | games 330240 | time 298s/300s
step 5170 | loss 0.2220 | games 330880 | time 299s/300s
step 5180 | loss 0.2345 | games 331520 | time 299s/300s
step 5190 | loss 0.2759 | games 332160 | time 300s/300s

Training complete: 5190 steps, 332160 games, 300.0s

Evaluating against opponent suite (search depth 3)...

Per-opponent results:
  random         : 1.000 win_rate (100W 0L 0D / 100)
  one_step       : 0.500 win_rate (50W 0L 50D / 100)
  minimax_d3     : 0.500 win_rate (50W 50L 0D / 100)
  minimax_d5     : 0.000 win_rate (0W 100L 0D / 100)

---
win_rate:          0.307692
training_seconds:  300.0
total_seconds:     369.7
eval_seconds:      68.7
peak_vram_mb:      95.3
total_games:       332160
num_steps:         5190
num_params:        764872
conv_layers:       3
conv_channels:     64
fc_hidden:         128
entropy_coef:      0.03
