Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.4722 | games   640 | time 1s/300s
step 4670 | loss 0.2876 | games 298880 | time 259s/300s
step 4680 | loss 0.2726 | games 299520 | time 260s/300s
step 4690 | loss 0.2785 | games 300160 | time 260s/300s
step 4700 | loss 0.2291 | games 300800 | time 261s/300s
step 4710 | loss 0.2472 | games 301440 | time 261s/300s
step 4720 | loss 0.2503 | games 302080 | time 262s/300s
step 4730 | loss 0.2549 | games 302720 | time 262s/300s
step 4740 | loss 0.2552 | games 303360 | time 263s/300s
step 4750 | loss 0.2718 | games 304000 | time 263s/300s
step 4760 | loss 0.2401 | games 304640 | time 264s/300s
step 4770 | loss 0.2442 | games 305280 | time 265s/300s
step 4780 | loss 0.2545 | games 305920 | time 265s/300s
step 4790 | loss 0.2450 | games 306560 | time 266s/300s
step 4800 | loss 0.2067 | games 307200 | time 266s/300s
step 4810 | loss 0.2037 | games 307840 | time 267s/300s
step 4820 | loss 0.1775 | games 308480 | time 267s/300s
step 4830 | loss 0.1944 | games 309120 | time 268s/300s
step 4840 | loss 0.2210 | games 309760 | time 268s/300s
step 4850 | loss 0.1957 | games 310400 | time 269s/300s
step 4860 | loss 0.1828 | games 311040 | time 269s/300s
step 4870 | loss 0.2044 | games 311680 | time 270s/300s
step 4880 | loss 0.2057 | games 312320 | time 271s/300s
step 4890 | loss 0.2164 | games 312960 | time 271s/300s
step 4900 | loss 0.2411 | games 313600 | time 272s/300s
step 4910 | loss 0.2435 | games 314240 | time 272s/300s
step 4920 | loss 0.2216 | games 314880 | time 273s/300s
step 4930 | loss 0.2295 | games 315520 | time 273s/300s
step 4940 | loss 0.2477 | games 316160 | time 274s/300s
step 4950 | loss 0.2540 | games 316800 | time 274s/300s
step 4960 | loss 0.2607 | games 317440 | time 275s/300s
step 4970 | loss 0.2507 | games 318080 | time 276s/300s
step 4980 | loss 0.2888 | games 318720 | time 276s/300s
step 4990 | loss 0.2668 | games 319360 | time 277s/300s
step 5000 | loss 0.2590 | games 320000 | time 277s/300s
step 5010 | loss 0.2739 | games 320640 | time 278s/300s
step 5020 | loss 0.2214 | games 321280 | time 278s/300s
step 5030 | loss 0.2163 | games 321920 | time 279s/300s
step 5040 | loss 0.2145 | games 322560 | time 279s/300s
step 5050 | loss 0.2403 | games 323200 | time 280s/300s
step 5060 | loss 0.2283 | games 323840 | time 281s/300s
step 5070 | loss 0.2192 | games 324480 | time 281s/300s
step 5080 | loss 0.2307 | games 325120 | time 282s/300s
step 5090 | loss 0.2472 | games 325760 | time 282s/300s
step 5100 | loss 0.2492 | games 326400 | time 283s/300s
step 5110 | loss 0.2576 | games 327040 | time 284s/300s
step 5120 | loss 0.2383 | games 327680 | time 284s/300s
step 5130 | loss 0.2067 | games 328320 | time 285s/300s
step 5140 | loss 0.1972 | games 328960 | time 285s/300s
step 5150 | loss 0.2024 | games 329600 | time 286s/300s
step 5160 | loss 0.2356 | games 330240 | time 286s/300s
step 5170 | loss 0.2486 | games 330880 | time 287s/300s
step 5180 | loss 0.2570 | games 331520 | time 287s/300s
step 5190 | loss 0.2484 | games 332160 | time 288s/300s
step 5200 | loss 0.2637 | games 332800 | time 289s/300s
step 5210 | loss 0.2755 | games 333440 | time 289s/300s
step 5220 | loss 0.2819 | games 334080 | time 290s/300s
step 5230 | loss 0.2562 | games 334720 | time 290s/300s
step 5240 | loss 0.2600 | games 335360 | time 291s/300s
step 5250 | loss 0.2802 | games 336000 | time 291s/300s
step 5260 | loss 0.2780 | games 336640 | time 292s/300s
step 5270 | loss 0.2937 | games 337280 | time 293s/300s
step 5280 | loss 0.2648 | games 337920 | time 293s/300s
step 5290 | loss 0.2295 | games 338560 | time 294s/300s
step 5300 | loss 0.2441 | games 339200 | time 294s/300s
step 5310 | loss 0.2459 | games 339840 | time 295s/300s
step 5320 | loss 0.2597 | games 340480 | time 295s/300s
step 5330 | loss 0.2604 | games 341120 | time 296s/300s
step 5340 | loss 0.2213 | games 341760 | time 297s/300s
step 5350 | loss 0.2637 | games 342400 | time 297s/300s
step 5360 | loss 0.2668 | games 343040 | time 298s/300s
step 5370 | loss 0.2402 | games 343680 | time 298s/300s
step 5380 | loss 0.2450 | games 344320 | time 299s/300s
step 5390 | loss 0.2265 | games 344960 | time 300s/300s

Training complete: 5399 steps, 345536 games, 300.1s

Evaluating against opponent suite (search depth 2)...

Per-opponent results:
  random         : 1.000 win_rate (100W 0L 0D / 100)
  one_step       : 0.500 win_rate (50W 50L 0D / 100)
  minimax_d3     : 0.000 win_rate (0W 100L 0D / 100)
  minimax_d5     : 0.000 win_rate (0W 100L 0D / 100)

---
win_rate:          0.153846
training_seconds:  300.1
total_seconds:     367.7
eval_seconds:      66.7
peak_vram_mb:      95.3
total_games:       345536
num_steps:         5399
num_params:        764872
conv_layers:       3
conv_channels:     64
fc_hidden:         128
entropy_coef:      0.03
