Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.4722 | games   640 | time 1s/300s
step 4010 | loss 0.2130 | games 256640 | time 222s/300s
step 4020 | loss 0.2175 | games 257280 | time 222s/300s
step 4030 | loss 0.2218 | games 257920 | time 223s/300s
step 4040 | loss 0.2276 | games 258560 | time 224s/300s
step 4050 | loss 0.2263 | games 259200 | time 224s/300s
step 4060 | loss 0.2279 | games 259840 | time 225s/300s
step 4070 | loss 0.2256 | games 260480 | time 225s/300s
step 4080 | loss 0.2207 | games 261120 | time 226s/300s
step 4090 | loss 0.2238 | games 261760 | time 227s/300s
step 4100 | loss 0.2484 | games 262400 | time 227s/300s
step 4110 | loss 0.2396 | games 263040 | time 228s/300s
step 4120 | loss 0.2542 | games 263680 | time 228s/300s
step 4130 | loss 0.2393 | games 264320 | time 229s/300s
step 4140 | loss 0.2476 | games 264960 | time 229s/300s
step 4150 | loss 0.2391 | games 265600 | time 230s/300s
step 4160 | loss 0.2579 | games 266240 | time 231s/300s
step 4170 | loss 0.2641 | games 266880 | time 231s/300s
step 4180 | loss 0.2509 | games 267520 | time 232s/300s
step 4190 | loss 0.2545 | games 268160 | time 232s/300s
step 4200 | loss 0.2856 | games 268800 | time 233s/300s
step 4210 | loss 0.2853 | games 269440 | time 233s/300s
step 4220 | loss 0.2398 | games 270080 | time 234s/300s
step 4230 | loss 0.2634 | games 270720 | time 235s/300s
step 4240 | loss 0.2555 | games 271360 | time 235s/300s
step 4250 | loss 0.2711 | games 272000 | time 236s/300s
step 4260 | loss 0.2605 | games 272640 | time 237s/300s
step 4270 | loss 0.2495 | games 273280 | time 237s/300s
step 4280 | loss 0.2521 | games 273920 | time 238s/300s
step 4290 | loss 0.2609 | games 274560 | time 238s/300s
step 4300 | loss 0.2300 | games 275200 | time 239s/300s
step 4310 | loss 0.2434 | games 275840 | time 239s/300s
step 4320 | loss 0.2275 | games 276480 | time 240s/300s
step 4330 | loss 0.2336 | games 277120 | time 241s/300s
step 4340 | loss 0.2402 | games 277760 | time 241s/300s
step 4350 | loss 0.2135 | games 278400 | time 242s/300s
step 4360 | loss 0.2119 | games 279040 | time 242s/300s
step 4370 | loss 0.2214 | games 279680 | time 243s/300s
step 4380 | loss 0.2451 | games 280320 | time 243s/300s
step 4390 | loss 0.2615 | games 280960 | time 244s/300s
step 4400 | loss 0.2596 | games 281600 | time 244s/300s
step 4410 | loss 0.2740 | games 282240 | time 245s/300s
step 4420 | loss 0.2664 | games 282880 | time 245s/300s
step 4430 | loss 0.2275 | games 283520 | time 246s/300s
step 4440 | loss 0.2058 | games 284160 | time 247s/300s
step 4450 | loss 0.2068 | games 284800 | time 247s/300s
step 4460 | loss 0.2543 | games 285440 | time 248s/300s
step 4470 | loss 0.2379 | games 286080 | time 248s/300s
step 4480 | loss 0.2420 | games 286720 | time 249s/300s
step 4490 | loss 0.2155 | games 287360 | time 249s/300s
step 4500 | loss 0.2365 | games 288000 | time 250s/300s
step 4510 | loss 0.2099 | games 288640 | time 250s/300s
step 4520 | loss 0.2430 | games 289280 | time 251s/300s
step 4530 | loss 0.2463 | games 289920 | time 251s/300s
step 4540 | loss 0.2071 | games 290560 | time 252s/300s
step 4550 | loss 0.2398 | games 291200 | time 253s/300s
step 4560 | loss 0.2486 | games 291840 | time 253s/300s
step 4570 | loss 0.2456 | games 292480 | time 254s/300s
step 4580 | loss 0.2492 | games 293120 | time 254s/300s
step 4590 | loss 0.2399 | games 293760 | time 255s/300s
step 4600 | loss 0.2598 | games 294400 | time 255s/300s
step 4610 | loss 0.2582 | games 295040 | time 256s/300s
step 4620 | loss 0.2479 | games 295680 | time 256s/300s
step 4630 | loss 0.2748 | games 296320 | time 257s/300s
step 4640 | loss 0.3028 | games 296960 | time 257s/300s
step 4650 | loss 0.2803 | games 297600 | time 258s/300s
step 4660 | loss 0.2893 | games 298240 | time 259s/300s
