Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15 -> 0.02
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5230 | games   640 | time 1s/300s
step 2920 | loss 0.2389 | games 186880 | time 157s/300s
step 2930 | loss 0.2709 | games 187520 | time 158s/300s
step 2940 | loss 0.3009 | games 188160 | time 158s/300s
step 2950 | loss 0.2690 | games 188800 | time 159s/300s
step 2960 | loss 0.2917 | games 189440 | time 159s/300s
step 2970 | loss 0.2570 | games 190080 | time 160s/300s
step 2980 | loss 0.2500 | games 190720 | time 160s/300s
step 2990 | loss 0.2103 | games 191360 | time 161s/300s
step 3000 | loss 0.2083 | games 192000 | time 161s/300s
step 3010 | loss 0.2866 | games 192640 | time 162s/300s
step 3020 | loss 0.2450 | games 193280 | time 163s/300s
step 3030 | loss 0.2706 | games 193920 | time 163s/300s
step 3040 | loss 0.3164 | games 194560 | time 164s/300s
step 3050 | loss 0.3366 | games 195200 | time 164s/300s
step 3060 | loss 0.3199 | games 195840 | time 165s/300s
step 3070 | loss 0.2415 | games 196480 | time 165s/300s
step 3080 | loss 0.2006 | games 197120 | time 166s/300s
step 3090 | loss 0.2144 | games 197760 | time 166s/300s
step 3100 | loss 0.2617 | games 198400 | time 167s/300s
step 3110 | loss 0.2694 | games 199040 | time 167s/300s
step 3120 | loss 0.2953 | games 199680 | time 168s/300s
step 3130 | loss 0.2590 | games 200320 | time 168s/300s
step 3140 | loss 0.2452 | games 200960 | time 169s/300s
step 3150 | loss 0.2433 | games 201600 | time 169s/300s
step 3160 | loss 0.2832 | games 202240 | time 170s/300s
step 3170 | loss 0.2302 | games 202880 | time 171s/300s
step 3180 | loss 0.1825 | games 203520 | time 171s/300s
step 3190 | loss 0.2126 | games 204160 | time 172s/300s
step 3200 | loss 0.2717 | games 204800 | time 172s/300s
step 3210 | loss 0.3505 | games 205440 | time 173s/300s
step 3220 | loss 0.2354 | games 206080 | time 173s/300s
step 3230 | loss 0.2044 | games 206720 | time 173s/300s
step 3240 | loss 0.2089 | games 207360 | time 174s/300s
step 3250 | loss 0.2311 | games 208000 | time 174s/300s
step 3260 | loss 0.2461 | games 208640 | time 175s/300s
step 3270 | loss 0.2799 | games 209280 | time 175s/300s
step 3280 | loss 0.2925 | games 209920 | time 176s/300s
step 3290 | loss 0.3169 | games 210560 | time 177s/300s
step 3300 | loss 0.2960 | games 211200 | time 177s/300s
step 3310 | loss 0.2208 | games 211840 | time 178s/300s
